Value Set Name,Code System,Code,Code Description,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,835591,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,835593,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,856364,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,856369,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,856373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,856377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,856706,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,856720,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,856762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,856769,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,856773,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,856783,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,856792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,856797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,856825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,856834,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,856840,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,856845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,856853,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,857291,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,857296,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,857297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,857301,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,857305,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,857315,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,859186,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,859190,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,859193,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,861064,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,865206,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,865210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,865214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,884808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,884813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,884821,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,884824,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,895018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,895020,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,895023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,898697,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,898704,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,899262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,903873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,903879,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,903884,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,903887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,903891,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,905168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,905172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,966787,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,966793,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,993503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,993518,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,993536,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,993541,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,993550,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,993557,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,993567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,993681,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,993687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,993691,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Depression medications, adult",RXNORM,994911,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diastolic Blood Pressure,LOINC,8462-4,Diastolic Blood Pressure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Diphtheria Vaccine,CVX,12,diphtheria antitoxin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Encephalopathy Due to Vaccination,SNOMEDCT,192704009,diphtheria antitoxin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Encephalopathy Due to Vaccination,SNOMEDCT,192710009,Anaphylaxis due to diphtheria and tetanus vaccine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Encephalopathy Due to Vaccination,SNOMEDCT,192711008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Encephalopathy Due to Vaccination,SNOMEDCT,192712001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Encephalopathy Due to Vaccination,SNOMEDCT,192724008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Encephalopathy Due to Vaccination,SNOMEDCT,31367003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Encephalopathy Due to Vaccination,ICD9CM,323.51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Encephalopathy Due to Vaccination,ICD10CM,G04.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Encephalopathy Due to Vaccination,ICD10CM,G04.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Encephalopathy Due to Vaccination,ICD10CM,G04.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Follow-up for depression, adult",SNOMEDCT,372067001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Follow-up for depression, adult",SNOMEDCT,385721005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Follow-up for depression, adult",SNOMEDCT,385724002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Follow-up for depression, adult",SNOMEDCT,385725001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Follow-up for depression, adult",SNOMEDCT,385726000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Follow-up for depression, adult",SNOMEDCT,385727009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Follow-up for depression, adult",SNOMEDCT,385887004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Follow-up for depression, adult",SNOMEDCT,385889001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Follow-up for depression, adult",SNOMEDCT,385890005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Follow-up for depression, adult",SNOMEDCT,401277000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Follow-up for depression, adult",SNOMEDCT,410223002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Follow-up for depression, adult",SNOMEDCT,410224008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Follow-up for depression, adult",SNOMEDCT,410225009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Follow-up for depression, adult",SNOMEDCT,410226005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Follow-up for depression, adult",SNOMEDCT,410227001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Follow-up for depression, adult",SNOMEDCT,410228006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Follow-up for depression, adult",SNOMEDCT,410229003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Follow-up for depression, adult",SNOMEDCT,410230008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Follow-up for depression, adult",SNOMEDCT,410231007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Follow-up for depression, adult",SNOMEDCT,410232000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Follow-up for depression, adult",SNOMEDCT,410233005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Follow-up for depression, adult",SNOMEDCT,410234004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Follow-up for depression, adult",SNOMEDCT,425604002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Follow-up for depression, adult",SNOMEDCT,439141002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Follow-up for depression, adult",SNOMEDCT,5694008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Follow-up for depression, adult",SNOMEDCT,88848003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Follow-up for depression, adult",SNOMEDCT,91310009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis B Vaccine Administered,CPT,90723,"Diphtheria, tetanus toxoids, acellular pertussis vaccine, hepatitis B, and inactivated poliovirus vaccine (DTaP-HepB-IPV), for intramuscular use",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis B Vaccine Administered,CPT,90740,"Hepatitis B vaccine, dialysis or immunosuppressed patient dosage (3 dose schedule), for intramuscular use",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis B Vaccine Administered,CPT,90744,"Hepatitis B vaccine, pediatric/adolescent dosage (3 dose schedule), for intramuscular use",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis B Vaccine Administered,CPT,90747,"Hepatitis B vaccine, dialysis or immunosuppressed patient dosage (4 dose schedule), for intramuscular use",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis B Vaccine Administered,CPT,90748,"Hepatitis B and Hemophilus influenza b vaccine (HepB-Hib), for intramuscular use",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis B Vaccine Administered,SNOMEDCT,116802006,"Intramuscular injection of Hepatitis B Virus immune globulin, human (procedure)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis B Vaccine Administered,SNOMEDCT,16584000,Hepatitis B vaccination (procedure),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis B Vaccine Administered,SNOMEDCT,170370000,First hepatitis B vaccination (procedure),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis B Vaccine Administered,SNOMEDCT,170371001,Second hepatitis B vaccination (procedure),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis B Vaccine Administered,SNOMEDCT,170372008,Third hepatitis B vaccination (procedure),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis B Vaccine Administered,SNOMEDCT,170373003,Booster hepatitis B vaccination (procedure),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis B Vaccine Administered,SNOMEDCT,170374009,Fourth hepatitis B vaccination (procedure),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis B Vaccine Administered,SNOMEDCT,170434002,First combined hepatitis A and B vaccination (procedure),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis B Vaccine Administered,SNOMEDCT,170435001,Second combined hepatitis A and B vaccination (procedure),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis B Vaccine Administered,SNOMEDCT,170436000,Third combined hepatitis A and B vaccination (procedure),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis B Vaccine Administered,SNOMEDCT,170437009,Booster combined hepatitis A and B vaccination (procedure),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis B Vaccine Administered,SNOMEDCT,312868009,Combined hepatitis A and B vaccination (procedure),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis B Vaccine Administered,SNOMEDCT,396456003,"Diphtheria, acellular pertussis, hepatitis B and inactivated polio vaccination (procedure)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hepatitis B Vaccine Administered,HCPCS,G0010,Administration of hepatitis B vaccine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPV Vaccine,CVX,118,"HPV, bivalent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPV Vaccine,CVX,137,"HPV, unspecified formulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPV Vaccine,CVX,165,HPV9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HPV Vaccine,CVX,62,"HPV, quadrivalent",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Influenza vaccination declined,SNOMEDCT,315640000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Influenza vaccine,CVX,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Influenza vaccine,CVX,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Influenza vaccine,CVX,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Influenza vaccine,CVX,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Influenza vaccine,CVX,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Influenza vaccine,CVX,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Influenza vaccine,CVX,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Influenza vaccine,CVX,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Influenza vaccine,CVX,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Influenza vaccine,CVX,158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Influenza vaccine,CVX,161,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Influenza vaccine,CVX,166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Influenza vaccine,CVX,168,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Influenza vaccine,CVX,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intolerance to influenza vaccination,SNOMEDCT,293112000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intolerance to influenza vaccination,SNOMEDCT,293113005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intolerance to influenza vaccination,SNOMEDCT,390796006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Intolerance to influenza vaccination,SNOMEDCT,420113004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Measles Vaccine,CVX,5,measles,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meningococcal Vaccine,CVX,163,"meningococcal B vaccine, recombinant, OMV, adjuvanted",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meningococcal Vaccine,CVX,162,"meningococcal B vaccine, fully recombinant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meningococcal Vaccine,CVX,164,"meningococcal B, unspecified formulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meningococcal Vaccine,CVX,103,meningococcal C conjugate vaccine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meningococcal Vaccine,CVX,148,Meningococcal Groups C and Y and Haemophilus b Tetanus Toxoid Conjugate Vaccine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Meningococcal Vaccine,CVX,167,meningococcal vaccine of unknown formulation and unknown serogroups,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mumps Vaccine,CVX,7,mumps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mumps Vaccine,CVX,38,rubella/mumps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palliative Care,SNOMEDCT,133918004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palliative Care,SNOMEDCT,182964004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palliative Care,SNOMEDCT,305284002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palliative Care,SNOMEDCT,305381007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palliative Care,SNOMEDCT,305981001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palliative Care,SNOMEDCT,306237005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palliative Care,SNOMEDCT,306288008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palliative Care,SNOMEDCT,385736008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Palliative Care,SNOMEDCT,385763009,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Patient reason, refused",SNOMEDCT,105480006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Patient reason, refused",SNOMEDCT,183944003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Patient reason, refused",SNOMEDCT,183945002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Patient reason, refused",SNOMEDCT,413310006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Patient reason, refused",SNOMEDCT,413311005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Patient reason, refused",SNOMEDCT,413312003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PQRS-Eligible Office Visit,CPT,99201,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PQRS-Eligible Office Visit,CPT,99202,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PQRS-Eligible Office Visit,CPT,99203,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PQRS-Eligible Office Visit,CPT,99204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PQRS-Eligible Office Visit,CPT,99205,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PQRS-Eligible Office Visit,CPT,99212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PQRS-Eligible Office Visit,CPT,99213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PQRS-Eligible Office Visit,CPT,99214,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PQRS-Eligible Office Visit,CPT,99215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PQRS-Eligible Office Visit,CPT,99324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PQRS-Eligible Office Visit,CPT,99325,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PQRS-Eligible Office Visit,CPT,99336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PQRS-Eligible Office Visit,CPT,99347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PQRS-Eligible Office Visit,CPT,99341,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PQRS-Eligible Office Visit,CPT,99342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PQRS-Eligible Office Visit,CPT,99343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PQRS-Eligible Office Visit,CPT,99344,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PQRS-Eligible Office Visit,CPT,99345,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PQRS-Eligible Office Visit,CPT,99347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PQRS-Eligible Office Visit,CPT,99348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PQRS-Eligible Office Visit,CPT,99349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PQRS-Eligible Office Visit,CPT,99350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PQRS-Eligible Office Visit,HCPCS,G0402,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Previous receipt of influenza vaccination,SNOMEDCT,185900003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Previous receipt of influenza vaccination,SNOMEDCT,185901004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Previous receipt of influenza vaccination,SNOMEDCT,185902006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Previous receipt of influenza vaccination,SNOMEDCT,416928007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rubella Vaccine,CVX,38,rubella/mumps,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rubella Vaccine,CVX,6,rubella vaccine,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Systolic Blood Pressure,LOINC,8480-6,Systolic Blood Pressure,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Td/Tdap Vaccine,CVX,9,"Td (adult), adsorbed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Td/Tdap Vaccine,CVX,113,Td (adult) preservative free,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Td/Tdap Vaccine,CVX,115,Tdap,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Td/Tdap Vaccine,CVX,138,Td (adult),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Td/Tdap Vaccine,CVX,139,Td(adult) unspecified formulation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tetanus Vaccine,CVX,35,"tetanus toxoid, adsorbed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tetanus Vaccine,CVX,142,"tetanus toxoid, not adsorbed",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tetanus Vaccine,CVX,112,"tetanus toxoid, unspecified formulation",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobacco cessation counseling,CPT,99406,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobacco cessation counseling,CPT,99407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobacco cessation counseling,SNOMEDCT,171055003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobacco cessation counseling,SNOMEDCT,185792005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobacco cessation counseling,SNOMEDCT,185793000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobacco cessation counseling,SNOMEDCT,185794006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobacco cessation counseling,SNOMEDCT,185795007,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobacco cessation counseling,SNOMEDCT,185796008,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobacco cessation counseling,SNOMEDCT,225323000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobacco cessation counseling,SNOMEDCT,225324006,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobacco cessation counseling,SNOMEDCT,310429001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobacco cessation counseling,SNOMEDCT,315232003,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tobacco cessation counseling,SNOMEDCT,384742004,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
